Place,RIGOCode,RIGOCodeSt,RIGOCodeNo,RIGO2,RIGO,Code,Muni,MSA,MuniCode2,MSAPOP,State
Topsfield town,MA09,MA,9,0,Metropolitan Area Planning Council,970150,1,"Boston-Cambridge-Quincy, MA-NH",2570150,4552402,MA
Southbury town,CT04,CT,4,0,Naugatuck Valley Council of Governments,969640,1,"Bridgeport-Stamford-Norwalk, CT",969640,916829,CT
Swampscott town,MA09,MA,9,0,Metropolitan Area Planning Council,968645,1,"Boston-Cambridge-Quincy, MA-NH",2568645,4552402,MA
Seymour town,CT04,CT,4,0,Naugatuck Valley Council of Governments,967610,1,"Bridgeport-Stamford-Norwalk, CT",967610,916829,CT
South Kingstown town,RI75,RI,75,0,State of Rhode Island,967460,1,"Providence-New Bedford-Fall River, RI-MA",4467460,1600852,RI
Rumney,NH05,NH,5,0,North Country Council,965940,1,Not Applicable,3365940,-,Ru
Plymouth,NH05,NH,5,0,North Country Council,962660,1,Not Applicable,3362660,-,Pl
Prospect town,CT04,CT,4,0,Naugatuck Valley Council of Governments,962290,1,"Bridgeport-Stamford-Norwalk, CT",962290,916829,CT
Richmond town,RI75,RI,75,0,State of Rhode Island,961160,1,"Providence-New Bedford-Fall River, RI-MA",4461160,1600852,RI
Piermont,NH06,NH,6,0,Upper Valley Lake Sunapee Regional Planning Commission,961060,1,Not Applicable,3361060,-,Pi
Saugus town,MA09,MA,9,0,Metropolitan Area Planning Council,960015,1,"Boston-Cambridge-Quincy, MA-NH",2560015,4552402,MA
Salisbury town,MA07,MA,7,0,Merrimack Valley RPC,959245,1,"Boston-Cambridge-Quincy, MA-NH",2559245,4552402,MA
Salem city,MA09,MA,9,0,Metropolitan Area Planning Council,959105,1,"Boston-Cambridge-Quincy, MA-NH",2559105,4552402,MA
Orford,NH06,NH,6,0,Upper Valley Lake Sunapee Regional Planning Commission,958500,1,Not Applicable,3358500,-,Or
Rowley town,MA07,MA,7,0,Merrimack Valley RPC,958405,1,"Boston-Cambridge-Quincy, MA-NH",2558405,4552402,MA
Orange,NH06,NH,6,0,Upper Valley Lake Sunapee Regional Planning Commission,958340,1,Not Applicable,3358340,-,Or
Oxford town,CT04,CT,4,0,Naugatuck Valley Council of Governments,958300,1,"Bridgeport-Stamford-Norwalk, CT",958300,916829,CT
Rockport town,MA09,MA,9,0,Metropolitan Area Planning Council,957880,1,"Boston-Cambridge-Quincy, MA-NH",2557880,4552402,MA
Orange town,CT07,CT,7,0,South Central Region Council of Governments,957600,1,"New Haven-Milford, CT",957600,862477,CT
North Haven town,CT07,CT,7,0,South Central Region Council of Governments,954870,1,"New Haven-Milford, CT",954870,862477,CT
North Branford town,CT07,CT,7,0,South Central Region Council of Governments,953890,1,"New Haven-Milford, CT",953890,862477,CT
Norton town,VT06,VT,6,0,Northeastern Vermont Development Association,952750,1,Not Applicable,5052750,-,VT
Peabody city,MA09,MA,9,0,Metropolitan Area Planning Council,952490,1,"Boston-Cambridge-Quincy, MA-NH",2552490,4552402,MA
New Haven town,CT07,CT,7,0,South Central Region Council of Governments,952070,1,"New Haven-Milford, CT",952070,862477,CT
North Kingstown town,RI75,RI,75,0,State of Rhode Island,951580,1,"Providence-New Bedford-Fall River, RI-MA",4451580,1600852,RI
New Shoreham town,RI75,RI,75,0,State of Rhode Island,950500,1,Not Applicable,4450500,-,RI
Naugatuck town,CT04,CT,4,0,Naugatuck Valley Council of Governments,949950,1,"Bridgeport-Stamford-Norwalk, CT",949950,916829,CT
Monroe,NH05,NH,5,0,North Country Council,948980,1,Not Applicable,3348980,-,Mo
Narragansett town,RI75,RI,75,0,State of Rhode Island,948340,1,"Providence-New Bedford-Fall River, RI-MA",4448340,1600852,RI
Milford town,CT07,CT,7,0,South Central Region Council of Governments,947535,1,"Bridgeport-Stamford-Norwalk, CT",947535,916829,CT
Middlebury town,CT04,CT,4,0,Naugatuck Valley Council of Governments,946940,1,"Bridgeport-Stamford-Norwalk, CT",946940,916829,CT
Meriden town,CT07,CT,7,0,South Central Region Council of Governments,946520,1,"New Haven-Milford, CT",946520,862477,CT
North Andover town,MA07,MA,7,0,Merrimack Valley RPC,946365,1,"Boston-Cambridge-Quincy, MA-NH",2546365,4552402,MA
Newburyport city,MA07,MA,7,0,Merrimack Valley RPC,945245,1,"Boston-Cambridge-Quincy, MA-NH",2545245,4552402,MA
Newbury town,MA07,MA,7,0,Merrimack Valley RPC,945175,1,"Boston-Cambridge-Quincy, MA-NH",2545175,4552402,MA
Madison town,CT07,CT,7,0,South Central Region Council of Governments,944560,1,"New Haven-Milford, CT",944560,862477,CT
Lyme,NH06,NH,6,0,Upper Valley Lake Sunapee Regional Planning Commission,944260,1,Not Applicable,3344260,-,Ly
Lyman,NH05,NH,5,0,North Country Council,944100,1,Not Applicable,3344100,-,Ly
Nahant town,MA09,MA,9,0,Metropolitan Area Planning Council,943580,1,"Boston-Cambridge-Quincy, MA-NH",2543580,4552402,MA
Littleton,NH05,NH,5,0,North Country Council,942580,1,Not Applicable,3342580,-,Li
Maidstone town,VT06,VT,6,0,Northeastern Vermont Development Association,942475,1,Not Applicable,5042475,-,VT
Lisbon,NH05,NH,5,0,North Country Council,942020,1,Not Applicable,3342020,-,Li
Lincoln,NH05,NH,5,0,North Country Council,941860,1,Not Applicable,3341860,-,Li
Lunenburg town,VT06,VT,6,0,Northeastern Vermont Development Association,941425,1,Not Applicable,5041425,-,VT
Lebanon,NH06,NH,6,0,Upper Valley Lake Sunapee Regional Planning Commission,941300,1,Not Applicable,3341300,-,Le
Middleton town,MA09,MA,9,0,Metropolitan Area Planning Council,941095,1,"Boston-Cambridge-Quincy, MA-NH",2541095,4552402,MA
Methuen Town city,MA07,MA,7,0,Merrimack Valley RPC,940710,1,"Boston-Cambridge-Quincy, MA-NH",2540710,4552402,MA
Landaff,NH05,NH,5,0,North Country Council,940660,1,Not Applicable,3340660,-,La
Merrimac town,MA07,MA,7,0,Merrimack Valley RPC,940430,1,"Boston-Cambridge-Quincy, MA-NH",2540430,4552402,MA
Lewis town,VT06,VT,6,0,Northeastern Vermont Development Association,939775,1,Not Applicable,5039775,-,VT
Lemington town,VT06,VT,6,0,Northeastern Vermont Development Association,939700,1,Not Applicable,5039700,-,VT
Marblehead town,MA09,MA,9,0,Metropolitan Area Planning Council,938400,1,"Boston-Cambridge-Quincy, MA-NH",2538400,4552402,MA
Manchester-by-the-Sea town,MA09,MA,9,0,Metropolitan Area Planning Council,937995,1,"Boston-Cambridge-Quincy, MA-NH",2537995,4552402,MA
Lynnfield town,MA09,MA,9,0,Metropolitan Area Planning Council,937560,1,"Boston-Cambridge-Quincy, MA-NH",2537560,4552402,MA
Lynn city,MA09,MA,9,0,Metropolitan Area Planning Council,937490,1,"Boston-Cambridge-Quincy, MA-NH",2537490,4552402,MA
Holderness,NH09,NH,9,0,Lakes Region Planning Commission,936900,1,Not Applicable,3336900,-,Ho
Hamden town,CT07,CT,7,0,South Central Region Council of Governments,935650,1,"New Haven-Milford, CT",935650,862477,CT
Hopkinton town,RI75,RI,75,0,State of Rhode Island,935380,1,"Norwich-New London, CT",4435380,274055,RI
Hebron,NH09,NH,9,0,Lakes Region Planning Commission,935220,1,Not Applicable,3335220,-,He
Guilford town,CT07,CT,7,0,South Central Region Council of Governments,934950,1,"New Haven-Milford, CT",934950,862477,CT
Haverhill,NH05,NH,5,0,North Country Council,934820,1,Not Applicable,3334820,-,Ha
Lawrence city,MA07,MA,7,0,Merrimack Valley RPC,934550,1,"Boston-Cambridge-Quincy, MA-NH",2534550,4552402,MA
Hanover,NH06,NH,6,0,Upper Valley Lake Sunapee Regional Planning Commission,933860,1,Not Applicable,3333860,-,Ha
Ipswich town,MA09,MA,9,0,Metropolitan Area Planning Council,932310,1,"Boston-Cambridge-Quincy, MA-NH",2532310,4552402,MA
Groton,NH05,NH,5,0,North Country Council,932180,1,Not Applicable,3332180,-,Gr
Grafton,NH06,NH,6,0,Upper Valley Lake Sunapee Regional Planning Commission,930820,1,Not Applicable,3330820,-,Gr
Guildhall town,VT06,VT,6,0,Northeastern Vermont Development Association,930775,1,Not Applicable,5030775,-,VT
Haverhill city,MA07,MA,7,0,Merrimack Valley RPC,929405,1,"Boston-Cambridge-Quincy, MA-NH",2529405,4552402,MA
Granby town,VT06,VT,6,0,Northeastern Vermont Development Association,929125,1,Not Applicable,5029125,-,VT
Hamilton town,MA09,MA,9,0,Metropolitan Area Planning Council,927900,1,"Boston-Cambridge-Quincy, MA-NH",2527900,4552402,MA
Groveland town,MA07,MA,7,0,Merrimack Valley RPC,927620,1,"Boston-Cambridge-Quincy, MA-NH",2527620,4552402,MA
Franconia,NH05,NH,5,0,North Country Council,927300,1,Not Applicable,3327300,-,Fr
Gloucester city,MA09,MA,9,0,Metropolitan Area Planning Council,926150,1,"Boston-Cambridge-Quincy, MA-NH",2526150,4552402,MA
Ferdinand town,VT06,VT,6,0,Northeastern Vermont Development Association,925975,1,Not Applicable,5025975,-,VT
Georgetown town,MA07,MA,7,0,Merrimack Valley RPC,925625,1,"Boston-Cambridge-Quincy, MA-NH",2525625,4552402,MA
Exeter town,RI75,RI,75,0,State of Rhode Island,925300,1,"Providence-New Bedford-Fall River, RI-MA",4425300,1600852,RI
Enfield,NH06,NH,6,0,Upper Valley Lake Sunapee Regional Planning Commission,924340,1,Not Applicable,3324340,-,En
Ellsworth,NH05,NH,5,0,North Country Council,923860,1,Not Applicable,3323860,-,El
East Haven town,CT07,CT,7,0,South Central Region Council of Governments,922910,1,"New Haven-Milford, CT",922910,862477,CT
Easton,NH05,NH,5,0,North Country Council,922020,1,Not Applicable,3322020,-,Ea
Essex town,MA09,MA,9,0,Metropolitan Area Planning Council,921850,1,"Boston-Cambridge-Quincy, MA-NH",2521850,4552402,MA
East Haven town,VT06,VT,6,0,Northeastern Vermont Development Association,921250,1,Not Applicable,5021250,-,VT
Derby town,CT04,CT,4,0,Naugatuck Valley Council of Governments,919550,1,"Bridgeport-Stamford-Norwalk, CT",919550,916829,CT
Dorchester,NH06,NH,6,0,Upper Valley Lake Sunapee Regional Planning Commission,918740,1,Not Applicable,3318740,-,Do
Danvers town,MA09,MA,9,0,Metropolitan Area Planning Council,916250,1,"Boston-Cambridge-Quincy, MA-NH",2516250,4552402,MA
Concord town,VT06,VT,6,0,Northeastern Vermont Development Association,915250,1,Not Applicable,5015250,-,VT
Charlestown town,RI75,RI,75,0,State of Rhode Island,914500,1,"Providence-New Bedford-Fall River, RI-MA",4414500,1600852,RI
Cheshire town,CT04,CT,4,0,Naugatuck Valley Council of Governments,914160,1,"New Haven-Milford, CT",914160,862477,CT
Canaan town,VT06,VT,6,0,Northeastern Vermont Development Association,911800,1,Not Applicable,5011800,-,VT
Brunswick town,VT06,VT,6,0,Northeastern Vermont Development Association,910075,1,Not Applicable,5010075,-,VT
Canaan,NH06,NH,6,0,Upper Valley Lake Sunapee Regional Planning Commission,908980,1,Not Applicable,3308980,-,Ca
Brighton town,VT06,VT,6,0,Northeastern Vermont Development Association,908725,1,Not Applicable,5008725,-,VT
Campton,NH05,NH,5,0,North Country Council,908660,1,Not Applicable,3308660,-,Ca
Bristol,NH09,NH,9,0,Lakes Region Planning Commission,907700,1,Not Applicable,3307700,-,Br
Bridgewater,NH09,NH,9,0,Lakes Region Planning Commission,907540,1,Not Applicable,3307540,-,Br
Boxford town,MA07,MA,7,0,Merrimack Valley RPC,907420,1,"Boston-Cambridge-Quincy, MA-NH",2507420,4552402,MA
Branford town,CT07,CT,7,0,South Central Region Council of Governments,907310,1,"New Haven-Milford, CT",907310,862477,CT
Bloomfield town,VT06,VT,6,0,Northeastern Vermont Development Association,906325,1,Not Applicable,5006325,-,VT
Beverly city,MA09,MA,9,0,Metropolitan Area Planning Council,905595,1,"Boston-Cambridge-Quincy, MA-NH",2505595,4552402,MA
Bethlehem,NH05,NH,5,0,North Country Council,905460,1,Not Applicable,3305460,-,Be
Benton,NH05,NH,5,0,North Country Council,905060,1,Not Applicable,3305060,-,Be
Bethany town,CT07,CT,7,0,South Central Region Council of Governments,904580,1,"New Haven-Milford, CT",904580,862477,CT
Bath,NH05,NH,5,0,North Country Council,903940,1,Not Applicable,3303940,-,Ba
Beacon Falls town,CT04,CT,4,0,Naugatuck Valley Council of Governments,903250,1,"Bridgeport-Stamford-Norwalk, CT",903250,916829,CT
Avery's gore,VT06,VT,6,0,Northeastern Vermont Development Association,902162,1,Not Applicable,5002162,-,VT
Averill town,VT06,VT,6,0,Northeastern Vermont Development Association,902125,1,Not Applicable,5002125,-,VT
Ashland,NH09,NH,9,0,Lakes Region Planning Commission,902020,1,Not Applicable,3302020,-,As
Andover town,MA07,MA,7,0,Merrimack Valley RPC,901465,1,"Boston-Cambridge-Quincy, MA-NH",2501465,4552402,MA
Amesbury Town city,MA07,MA,7,0,Merrimack Valley RPC,901260,1,"Boston-Cambridge-Quincy, MA-NH",2501260,4552402,MA
Ansonia town,CT04,CT,4,0,Naugatuck Valley Council of Governments,901220,1,"Bridgeport-Stamford-Norwalk, CT",901220,916829,CT
Alexandria,NH09,NH,9,0,Lakes Region Planning Commission,900580,1,Not Applicable,3300580,-,Al
Winooski city,VT05,VT,5,0,Chittendon County RPC,785150,1,"Burlington-South Burlington, VT",5085150,211261,VT
Williston town,VT05,VT,5,0,Chittendon County RPC,784475,1,"Burlington-South Burlington, VT",5084475,211261,VT
Whitefield,NH05,NH,5,0,North Country Council,784420,1,Not Applicable,3384420,-,Wh
Westbrook town,CT03,CT,3,0,Lower CT River Valley Council of Governments,781680,1,"New Haven-Milford, CT",981680,862477,CT
Woonsocket city,RI75,RI,75,0,State of Rhode Island,780780,1,"Providence-New Bedford-Fall River, RI-MA",4480780,1600852,RI
Westford town,VT05,VT,5,0,Chittendon County RPC,780350,1,"Burlington-South Burlington, VT",5080350,211261,VT
West Tisbury town,MA75,MA,75,0,Martha's Vineyard Commission,778235,1,Not Applicable,2578235,-,MA
Stratford,NH05,NH,5,0,North Country Council,774180,1,Not Applicable,3374180,-,St
Underhill town,VT05,VT,5,0,Chittendon County RPC,773975,1,"Burlington-South Burlington, VT",5073975,211261,VT
Stewartstown,NH05,NH,5,0,North Country Council,773380,1,Not Applicable,3373380,-,St
Stark,NH05,NH,5,0,North Country Council,773060,1,Not Applicable,3373060,-,St
Tisbury town,MA75,MA,75,0,Martha's Vineyard Commission,769940,1,Not Applicable,2569940,-,MA
Shelburne,NH05,NH,5,0,North Country Council,768980,1,Not Applicable,3368980,-,Sh
Smithfield town,RI75,RI,75,0,State of Rhode Island,766200,1,"Providence-New Bedford-Fall River, RI-MA",4466200,1600852,RI
South Burlington city,VT05,VT,5,0,Chittendon County RPC,766175,1,"Burlington-South Burlington, VT",5066175,211261,VT
Shelburne town,VT05,VT,5,0,Chittendon County RPC,764300,1,"Burlington-South Burlington, VT",5064300,211261,VT
Scituate town,RI75,RI,75,0,State of Rhode Island,764220,1,"Providence-New Bedford-Fall River, RI-MA",4464220,1600852,RI
Randolph,NH05,NH,5,0,North Country Council,763860,1,Not Applicable,3363860,-,Ra
St. George town,VT05,VT,5,0,Chittendon County RPC,762050,1,"Burlington-South Burlington, VT",5062050,211261,VT
Portland town,CT03,CT,3,0,Lower CT River Valley Council of Governments,761800,1,"Hartford-West Hartford-East Hartford, CT",961800,1212381,CT
Pittsburg,NH05,NH,5,0,North Country Council,761780,1,Not Applicable,3361780,-,Pi
Richmond town,VT05,VT,5,0,Chittendon County RPC,759275,1,"Burlington-South Burlington, VT",5059275,211261,VT
Providence city,RI75,RI,75,0,State of Rhode Island,759000,1,"Providence-New Bedford-Fall River, RI-MA",4459000,1600852,RI
Old Saybrook town,CT03,CT,3,0,Lower CT River Valley Council of Governments,757320,1,"New Haven-Milford, CT",957320,862477,CT
Northumberland,NH05,NH,5,0,North Country Council,756100,1,Not Applicable,3356100,-,No
Pawtucket city,RI75,RI,75,0,State of Rhode Island,754640,1,"Providence-New Bedford-Fall River, RI-MA",4454640,1600852,RI
North Smithfield town,RI75,RI,75,0,State of Rhode Island,752480,1,"Providence-New Bedford-Fall River, RI-MA",4452480,1600852,RI
North Providence town,RI75,RI,75,0,State of Rhode Island,751760,1,"Providence-New Bedford-Fall River, RI-MA",4451760,1600852,RI
Oak Bluffs town,MA75,MA,75,0,Martha's Vineyard Commission,750390,1,Not Applicable,2550390,-,MA
Milan,NH05,NH,5,0,North Country Council,747860,1,Not Applicable,3347860,-,Mi
Middletown town,CT03,CT,3,0,Lower CT River Valley Council of Governments,747360,1,"Hartford-West Hartford-East Hartford, CT",947360,1212381,CT
Middlefield town,CT03,CT,3,0,Lower CT River Valley Council of Governments,747080,1,"New Haven-Milford, CT",947080,862477,CT
Milton town,VT05,VT,5,0,Chittendon County RPC,745250,1,"Burlington-South Burlington, VT",5045250,211261,VT
Lincoln town,RI75,RI,75,0,State of Rhode Island,741500,1,"Providence-New Bedford-Fall River, RI-MA",4441500,1600852,RI
Killingworth town,CT03,CT,3,0,Lower CT River Valley Council of Governments,740710,1,"New Haven-Milford, CT",940710,862477,CT
Lancaster,NH05,NH,5,0,North Country Council,740420,1,Not Applicable,3340420,-,La
Jefferson,NH05,NH,5,0,North Country Council,738820,1,Not Applicable,3338820,-,Je
Johnston town,RI75,RI,75,0,State of Rhode Island,737720,1,"Providence-New Bedford-Fall River, RI-MA",4437720,1600852,RI
Jericho town,VT05,VT,5,0,Chittendon County RPC,736700,1,"Burlington-South Burlington, VT",5036700,211261,VT
Haddam town,CT03,CT,3,0,Lower CT River Valley Council of Governments,735230,1,"Hartford-West Hartford-East Hartford, CT",935230,1212381,CT
Huntington town,VT05,VT,5,0,Chittendon County RPC,734600,1,"Burlington-South Burlington, VT",5034600,211261,VT
Hinesburg town,VT05,VT,5,0,Chittendon County RPC,733475,1,"Burlington-South Burlington, VT",5033475,211261,VT
